season,season_type,week,game_id,play_id,side,is_playtime_play,is_no_play,play_type,quarter,down,yards_to_go,possession_team_id,game_clock,defender_location,is_ball_carrier,is_offense_play,is_defense_play,is_st_play,is_lined_up_as_qb,was_running_route,was_blitzing,gsis_id,display_name,short_name,esb_id,position_group,position,jersey_number,current_team_id,gsis_it_id,smart_id,first_name,last_name,football_name,player_name,ngs_position,ngs_position_group,uniform_number,team_id,status,headshot,receiver_location_type,is_st_ball_carrier
2026,PRE,0,2026080651,40,home,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0038600,Owen Pappoe,O.Pappoe,PAP723174,LB,ILB,44,3800,56033,32005041-5072-3174-a0f2-6b355d672760,Owen,Pappoe,Owen,Owen Pappoe,MLB,LB,44,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/zv35eeyd3oxxkecrvqra,,
2026,PRE,0,2026080651,40,home,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0038567,Chad Ryland,C.Ryland,RYL029663,SPEC,K,38,3800,55977,32005259-4c02-9663-76b8-52ab16a27c3a,Chad,Ryland,Chad,Chad Ryland,,,38,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gbfzwbzdl9wj582nh5g9,,
2026,PRE,0,2026080651,40,home,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0039155,BJ Ojulari,B.Ojulari,OJU426541,LB,OLB,9,3800,55906,32004f4a-5542-6541-4cd9-8e817d1b5514,Jamiu,Ojulari,B.J.,BJ Ojulari,EDGE,DL,09D,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/hjtum8fdd1wbsqa2uufv,,
2026,PRE,0,2026080651,40,home,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0036646,Simi Fehoko,S.Fehoko,FEH556867,WR,WR,80,3800,53608,32004645-4855-6867-28d1-9272a231323b,Simione,Fehoko,Simi,Simi Fehoko,WR,WR,80,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/eep30drknwucjdj6tivh,,
2026,PRE,0,2026080651,113,away,true,false,play_type_sack,1,3,2,0750,13:35,,false,true,false,false,false,true,false,00-0033589,David Moore,D.Moore,MOO249444,WR,WR,83,0750,45039,32004d4f-4f24-9444-1f85-e742d8abb0fb,David,Moore,David,David Moore,SLOT_WR,WR,83,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/iyawzolvibsds35fwapv,LEFT_SLOT,
2026,PRE,0,2026080651,113,away,true,false,play_type_sack,1,3,2,0750,13:35,,false,true,false,false,false,false,false,00-0041138,Albert Reese,A.Reese,REE482545,OL,T,76,0750,62954,32005245-4548-2545-c3a2-7a8545d377bd,Albert,Reese,Albert,Albert Reese,T,OL,76,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/zb27al135smoctturd2b,,
2026,PRE,0,2026080651,113,away,true,false,play_type_sack,1,3,2,0750,13:35,,false,true,false,false,false,false,false,00-0041071,Sam Hecht,S.Hecht,HEC090844,OL,C,75,0750,62766,32004845-4309-0844-39fb-438f32e6e82f,Sam,Hecht,Sam,Sam Hecht,C,OL,75,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/a5xw6zbvi2yy5mh4hgcg,,
2026,PRE,0,2026080651,113,away,true,false,play_type_sack,1,3,2,0750,13:35,,false,true,false,false,false,true,false,00-0040644,Trevor Etienne,T.Etienne,ETI437791,RB,RB,23,0750,58319,32004554-4943-7791-4962-5844d8327012,Trevor,Etienne,Trevor,Trevor Etienne,RB,RB,23,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/pcuzq84x7ia5yvmikltb,BACKFIELD,
2026,PRE,0,2026080651,113,away,true,false,play_type_sack,1,3,2,0750,13:35,,false,true,false,false,false,true,false,00-0039356,Ja'Tavion Sanders,J.Sanders,SAN343203,TE,TE,0,0750,57222,32005341-4e34-3203-cb70-91304b1c422f,Ja'Tavion,Sanders,Ja'Tavion,Ja'Tavion Sanders,SLOT_WR,WR,00,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/le2akm1cbou170ioctxl,RIGHT_SLOT,
2026,PRE,0,2026080651,113,away,true,false,play_type_sack,1,3,2,0750,13:35,,false,true,false,false,false,true,false,00-0038840,Brycen Tremayne,B.Tremayne,TRE689049,WR,WR,87,0750,56560,32005452-4568-9049-49ad-8c34a2e1286b,Brycen,Tremayne,Brycen,Brycen Tremayne,WR,WR,87,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/isc094ihkf69vzrlkiql,RIGHT_WIDE,
2026,PRE,0,2026080651,113,away,true,false,play_type_sack,1,3,2,0750,13:35,,false,true,false,false,false,false,false,00-0038536,Chandler Zavala,C.Zavala,ZAV070576,OL,G,62,0750,55979,32005a41-5607-0576-eb71-62de76a91a52,Chandler,Zavala,Chandler,Chandler Zavala,G,OL,62,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/h1jwlle0qeo7mtax2pc9,,
2026,PRE,0,2026080651,113,away,true,false,play_type_sack,1,3,2,0750,13:35,,false,true,false,false,false,true,false,00-0037614,John Metchie III,J.Metchie,MET373452,WR,WR,13,0750,54509,32004d45-5437-3452-4786-13bd57b6dd0c,John,Metchie,John,John Metchie III,WR,WR,13,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/nsjpnskeldxzbzckpfgg,LEFT_WIDE,
2026,PRE,0,2026080651,113,away,true,false,play_type_sack,1,3,2,0750,13:35,,false,true,false,false,true,false,false,00-0038102,Kenny Pickett,K.Pickett,PIC777233,QB,QB,12,0750,54485,32005049-4377-7233-6101-772adaebe15c,Kenny,Pickett,Kenny,Kenny Pickett,QB,QB,12,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gw6lyiuevyuspfkglnmj,,
2026,PRE,0,2026080651,113,away,true,false,play_type_sack,1,3,2,0750,13:35,,false,true,false,false,false,false,false,00-0036653,Stone Forsythe,S.Forsythe,FOR594051,OL,T,73,0750,53637,3200464f-5259-4051-69a5-9f094df3af62,Stone,Forsythe,Stone,Stone Forsythe,T,OL,73,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gsok8muncvvgwztjewhn,,
2026,PRE,0,2026080651,113,away,true,false,play_type_sack,1,3,2,0750,13:35,,false,true,false,false,false,false,false,00-0036968,Brady Christensen,B.Christensen,CHR065609,OL,T,70,0750,53499,32004348-5206-5609-6e2c-c835b62c353f,Brady,Christensen,Brady,Brady Christensen,G,OL,70,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/pbj2pkbe5cwtomutayd1,,
2026,PRE,0,2026080651,113,home,true,false,play_type_sack,1,3,2,0750,13:35,RIGHT_WIDE,false,false,true,false,false,false,false,00-0039823,Elijah Jones,E.Jones,JON275726,DB,CB,28,3800,57211,32004a4f-4e27-5726-7a49-e84a04ed3b1f,Elijah,Jones,Elijah,Elijah Jones,CB,DB,28,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ncb3dyn1yc6gwjv20l1x,,
2026,PRE,0,2026080651,113,home,true,false,play_type_sack,1,3,2,0750,13:35,LEFT_INTERIOR_LINE,false,false,true,false,false,false,true,00-0033066,Andrew Billings,A.Billings,BIL462662,DL,DT,95,3800,43411,32004249-4c46-2662-d818-0e385b7aa3bd,Andrew,Billings,Andrew,Andrew Billings,INTERIOR_LINE,DL,95,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/fh7q0h96fesyveoomjps,,
2026,PRE,0,2026080651,113,home,true,false,play_type_sack,1,3,2,0750,13:35,SAFETY,false,false,true,false,false,false,false,00-0040230,Kitan Crawford,K.Crawford,CRA691586,DB,FS,36,3800,58430,32004352-4169-1586-ee74-fe39141058f7,Kitan,Crawford,Kitan,Kitan Crawford,HIGH_SAFETY,DB,36,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/puy0uqictbwcojpkmmrr,,
2026,PRE,0,2026080651,113,home,true,false,play_type_sack,1,3,2,0750,13:35,RIGHT_SLOT,false,false,true,false,false,false,false,00-0039239,Kalen King,K.King,KIN552601,DB,CB,35,3800,57375,32004b49-4e55-2601-ddd6-31490dc91198,Kalen,King,Kalen,Kalen King,SLOT_CB,DB,35,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ioicfjbnscvcn1hlzvxl,,
2026,PRE,0,2026080651,113,home,true,false,play_type_sack,1,3,2,0750,13:35,SAFETY,false,false,true,false,false,false,false,00-0039864,Dadrion Taylor-Demerson,D.Taylor-Demerson,TAY812808,DB,FS,42,3800,57225,32005441-5981-2808-5fd7-3fe9e12204ea,Dadrion,Taylor-Demerson,Dadrion,Dadrion Taylor-Demerson,HIGH_SAFETY,DB,42,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/w4wcod46hxptpseyi6o3,,
2026,PRE,0,2026080651,113,home,true,false,play_type_sack,1,3,2,0750,13:35,LEFT_OUTSIDE_LINEBACKER,false,false,true,false,false,false,false,00-0040501,Austin Keys,A.Keys,KEY455060,LB,ILB,53,3800,58947,32004b45-5945-5060-6fb1-c3bafb99dc5f,Austin,Keys,Austin,Austin Keys,OLB,LB,53,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cs4nlk2pdnx0bbesyghu,,
2026,PRE,0,2026080651,113,home,true,false,play_type_sack,1,3,2,0750,13:35,LEFT_EDGE_RUSHER,false,false,true,false,false,false,true,00-0038782,Eku Leota,E.Leota,LEO772615,LB,OLB,54,3800,56501,32004c45-4f77-2615-e3d6-a2255f6293d2,Andrew,Leota,Eku,Eku Leota,EDGE,DL,54,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/yj4vx0pliwqrimhyeiyw,,
2026,PRE,0,2026080651,113,home,true,false,play_type_sack,1,3,2,0750,13:35,LEFT_WIDE,false,false,true,false,false,false,false,00-0038984,Kei'Trel Clark,K.Clark,CLA395333,DB,CB,13,3800,56045,3200434c-4139-5333-4a18-780ebdf70394,Kei'Trel,Clark,Kei'Trel,Kei'Trel Clark,CB,DB,13,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/mcmz4ef4fvvoqapbf8rf,,
2026,PRE,0,2026080651,113,home,true,false,play_type_sack,1,3,2,0750,13:35,RIGHT_INSIDE_LINEBACKER,false,false,true,false,false,false,false,00-0038600,Owen Pappoe,O.Pappoe,PAP723174,LB,ILB,44,3800,56033,32005041-5072-3174-a0f2-6b355d672760,Owen,Pappoe,Owen,Owen Pappoe,MLB,LB,44,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/zv35eeyd3oxxkecrvqra,,
2026,PRE,0,2026080651,113,home,true,false,play_type_sack,1,3,2,0750,13:35,RIGHT_EDGE_RUSHER,false,false,true,false,false,false,true,00-0039155,BJ Ojulari,B.Ojulari,OJU426541,LB,OLB,9,3800,55906,32004f4a-5542-6541-4cd9-8e817d1b5514,Jamiu,Ojulari,B.J.,BJ Ojulari,EDGE,DL,09D,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/hjtum8fdd1wbsqa2uufv,,
2026,PRE,0,2026080651,113,home,true,false,play_type_sack,1,3,2,0750,13:35,RIGHT_INTERIOR_LINE,false,false,true,false,false,false,true,00-0037804,Zachary Carter,Z.Carter,CAR786801,DL,DT,90,3800,54560,32004341-5278-6801-508d-115b8e175a05,Zachary,Carter,Zach,Zachary Carter,INTERIOR_LINE,DL,90,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qvq8wnz7ssbxxuxxo9mn,,
2026,PRE,0,2026080651,637,away,true,false,play_type_pass,1,3,7,3800,06:00,RIGHT_WIDE,false,false,true,false,false,false,false,00-0038101,Akayleb Evans,A.Evans,EVA006904,DB,CB,29,0750,54583,32004556-4100-6904-e210-44afe72b61e1,Akayleb,Evans,Akayleb,Akayleb Evans,CB,DB,29,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/nhqsqcicvneknjeivzrd,,
2026,PRE,0,2026080651,637,away,true,false,play_type_pass,1,3,7,3800,06:00,RIGHT_EDGE_RUSHER,false,false,true,false,false,false,true,00-0036305,Trevis Gipson,T.Gipson,GIP564972,DL,DE,52,0750,52563,32004749-5056-4972-92bf-717d307ebaac,Trevis,Gipson,Trevis,Trevis Gipson,EDGE,DL,52,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/p5qxxhu4ecnzjcfva9b0,,
2026,PRE,0,2026080651,637,away,true,false,play_type_pass,1,3,7,3800,06:00,SAFETY,false,false,true,false,false,false,false,00-0041076,Zakee Wheatley,Z.Wheatley,WHE088341,DB,SS,38,0750,62773,32005748-4508-8341-8508-aa9da4586dc8,Zakee,Wheatley,Zakee,Zakee Wheatley,HIGH_SAFETY,DB,38,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qvujxg50a70hzrg4luzm,,
2026,PRE,0,2026080651,637,away,true,false,play_type_pass,1,3,7,3800,06:00,LEFT_WIDE,false,false,true,false,false,false,false,00-0041063,Will Lee III,W.Lee,LEE752385,DB,CB,24,0750,62751,32004c45-4575-2385-734b-f4eb40bfbbf4,Will,Lee,Will,Will Lee III,CB,DB,24,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/wurwgex2escrqdqmyaeg,,
2026,PRE,0,2026080651,637,away,true,false,play_type_pass,1,3,7,3800,06:00,RIGHT_INTERIOR_LINE,false,false,true,false,false,false,true,00-0040174,Cam Jackson,C.Jackson,JAC056990,DL,DT,99,0750,58345,32004a41-4305-6990-5a4c-a1a8981df3fe,Cam'Ron,Jackson,Cam,Cam Jackson,INTERIOR_LINE,DL,99,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qqviwensjskqpgt7fufm,,
2026,PRE,0,2026080651,637,away,true,false,play_type_pass,1,3,7,3800,06:00,LEFT_SLOT,false,false,true,false,false,false,false,00-0040159,Lathan Ransom,L.Ransom,RAN769272,DB,SS,22,0750,58327,32005241-4e76-9272-7c58-09cd401942a2,Lathan,Ransom,Lathan,Lathan Ransom,SLOT_CB,DB,22,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gg0ztjfsso4y7yx4fxfb,,
2026,PRE,0,2026080651,637,away,true,false,play_type_pass,1,3,7,3800,06:00,LEFT_EDGE_RUSHER,false,false,true,false,false,false,true,00-0040136,Princely Umanmielen,P.Umanmielen,UMA415291,LB,OLB,3,0750,58282,3200554d-4141-5291-8d99-692229ea4717,Princely,Umanmielen,Princely,Princely Umanmielen,EDGE,DL,03,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rqdqyoypjti8cg2weguu,,
2026,PRE,0,2026080651,637,away,true,false,play_type_pass,1,3,7,3800,06:00,RIGHT_SLOT,false,false,true,false,false,false,false,00-0039380,Chau Smith-Wade,C.Smith-Wade,SMI830146,DB,CB,26,0750,57278,3200534d-4983-0146-6f7f-a3a4b4341521,Chau,Smith-Wade,Chau,Chau Smith-Wade,SLOT_CB,DB,26,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/hkbpogql05pnyegi6itv,,
2026,PRE,0,2026080651,637,away,true,false,play_type_pass,1,3,7,3800,06:00,LEFT_INSIDE_LINEBACKER,false,false,true,false,false,false,false,00-0039347,Trevin Wallace,T.Wallace,WAL505176,LB,ILB,32,0750,57193,32005741-4c50-5176-62e5-ca60fedbd783,Trevin,Wallace,Trevin,Trevin Wallace,MLB,LB,32,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qzhtopwswjprt2marbaa,,
2026,PRE,0,2026080651,637,away,true,false,play_type_pass,1,3,7,3800,06:00,RIGHT_INSIDE_LINEBACKER,false,false,true,false,false,false,false,00-0038493,Claudin Cherelus,C.Cherelus,CHE247405,LB,ILB,53,0750,56249,32004348-4524-7405-419d-6ea0a41f5c6d,Claudin,Cherelus,Claudin,Claudin Cherelus,MLB,LB,53,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/nrqd1waoajdyblwerius,,
2026,PRE,0,2026080651,637,away,true,false,play_type_pass,1,3,7,3800,06:00,LEFT_INTERIOR_LINE,false,false,true,false,false,false,true,00-0041148,Aaron Hall,A.Hall,HAL157846,DL,DT,61,0750,63215,32004841-4c15-7846-aef4-24ba01f4586b,Aaron,Hall,Aaron,Aaron Hall,INTERIOR_LINE,DL,61,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/bq76gtte5drlejyfnjnn,,
2026,PRE,0,2026080651,637,home,true,false,play_type_pass,1,3,7,3800,06:00,,false,true,false,false,false,false,false,00-0040219,Hayden Conner,H.Conner,CON459403,OL,G,58,3800,58416,3200434f-4e45-9403-d6cd-690f5edb2930,Hayden,Conner,Hayden,Hayden Conner,G,OL,58,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/sc7uno5kkkxgosvjz18t,,
2026,PRE,0,2026080651,637,home,true,false,play_type_pass,1,3,7,3800,06:00,,false,true,false,false,false,true,false,00-0036646,Simi Fehoko,S.Fehoko,FEH556867,WR,WR,80,3800,53608,32004645-4855-6867-28d1-9272a231323b,Simione,Fehoko,Simi,Simi Fehoko,WR,WR,80,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/eep30drknwucjdj6tivh,LEFT_WIDE,
2026,PRE,0,2026080651,637,home,true,false,play_type_pass,1,3,7,3800,06:00,,false,true,false,false,true,false,false,00-0041561,Carson Beck,C.Beck,BEC122142,QB,QB,19,3800,62687,32004245-4312-2142-556e-736a5eb6c7f7,Carson,Beck,Carson,Carson Beck,QB,QB,19,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/yvybqpgnezk75h9rpobv,,
2026,PRE,0,2026080651,637,home,true,false,play_type_pass,1,3,7,3800,06:00,,false,true,false,false,false,false,false,00-0041468,Chase Bisontis,C.Bisontis,BIS728645,OL,G,57,3800,62656,32004249-5372-8645-6b45-2c7f24fa2511,Chase,Bisontis,Chase,Chase Bisontis,G,OL,57,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qb9l3hc9l6pytbgpwrmd,,
2026,PRE,0,2026080651,637,home,true,false,play_type_pass,1,3,7,3800,06:00,,false,true,false,false,false,false,false,00-0040382,Josh Fryar,J.Fryar,FRY375148,OL,T,78,3800,58823,32004652-5937-5148-3789-2626ebf7e2a3,Joshua,Fryar,Josh,Josh Fryar,T,OL,78,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/b9mitmbbavxycpafysqu,,
2026,PRE,0,2026080651,637,home,true,false,play_type_pass,1,3,7,3800,06:00,,false,true,false,false,false,true,false,00-0040046,Rivaldo Fairweather,R.Fairweather,FAI635059,TE,TE,45,3800,58491,32004641-4963-5059-5d8a-275ee97c87ed,Rivaldo,Fairweather,Rivaldo,Rivaldo Fairweather,SLOT_WR,WR,45,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/dlfhb5iydthvgpx1jhfv,RIGHT_SLOT,
2026,PRE,0,2026080651,637,home,true,false,play_type_pass,1,3,7,3800,06:00,,false,true,false,false,false,false,false,00-0041113,Jayden Williams,Ja.Williams,WIL353996,OL,T,66,3800,62839,32005749-4c35-3996-376d-f836d7e7cefd,Jayden,Williams,Jayden,Jayden Williams,T,OL,66,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/y6ju7uixfyiuetnzraux,,
