season,season_type,week,scope,leaderboard,rank,league_average,play_game_id,play_game_key,play_play_id,play_sequence,play_play_description,play_play_type_code,play_play_type,play_quarter,play_down,play_yards_to_go,play_possession_team_id,play_game_clock,play_yardline,play_yardline_number,play_yardline_side,play_absolute_yardline_number,play_time_of_day_utc,play_is_st_play,play_is_penalty,play_is_scoring,play_is_goal_to_go,play_is_end_quarter,play_is_change_of_possession,play_home_score,play_visitor_score,play_start_game_clock,play_end_game_clock,play_play_direction,play_play_state,play_pre_snap_home_score,play_pre_snap_visitor_score,play_is_big_play,play_actual_yards_to_go,play_actual_yardline_for_first_down,play_health_player_tracking_is_ok,play_health_ball_tracking_is_ok,play_week,leader_pass_yards,leader_air_yards,leader_completion_probability,leader_receiver_birth_date,leader_receiver_college_name,leader_receiver_college_conference,leader_receiver_height,leader_receiver_weight,leader_receiver_entry_year,leader_receiver_rookie_year,leader_receiver_draft_club,leader_receiver_draft_number,leader_receiver_draftround,leader_receiver_team_abbr,leader_receiver_status_description_abbr,leader_receiver_status_short_description,leader_receiver_gsis_id,leader_receiver_display_name,leader_receiver_short_name,leader_receiver_esb_id,leader_receiver_position_group,leader_receiver_position,leader_receiver_jersey_number,leader_receiver_current_team_id,leader_receiver_season,leader_receiver_gsis_it_id,leader_receiver_smart_id,leader_receiver_first_name,leader_receiver_last_name,leader_receiver_football_name,leader_receiver_ngs_position,leader_receiver_ngs_position_group,leader_receiver_uniform_number,leader_receiver_status,leader_receiver_headshot,leader_player_name,leader_first_name,leader_last_name,leader_short_name,leader_gsis_id,leader_esb_id,leader_team_id,leader_team_abbr,leader_jersey_number,leader_position,leader_position_group,leader_week,leader_headshot,leader_receiver_season_type,leader_receiver_week,leader_expected_rush_yards,leader_rush_yards_over_expected,leader_rush_yards,leader_is_touchdown,leader_yards_after_catch,leader_rec_yards,leader_expected_yards_after_catch,leader_yards_after_catch_over_expectation,leader_in_play_dist,leader_yards,leader_distance_covered,leader_max_speed,leader_time,leader_season_avg,leader_team_avg
2021,POST,0,season,completion,11,,2022011700,58829,574,574.0,"(3:55) (Shotgun) M.Stafford pass short left to O.Beckham for 4 yards, TOUCHDOWN.",2,play_type_pass,1,3,4,2510,03:55,ARI 4,4,ARI,14,2022-01-18T01:40:00.000Z,false,false,true,true,false,false,6,0,3:56,3:53,left,APPROVED,0,0,true,4.75,10.0,true,true,19,4,9.809999999999999,0.3155,1992-11-05,Louisiana State,Southeastern Conference,5-11,198,2014,2014,NYG,12,1,LA,A01,Active,00-0031235,Odell Beckham,O.Beckham,BEC573252,WR,WR,3,2510,2021,41238,32004245-4357-3252-264b-1da3e93d2745,Odell,Beckham,Odell,WR,WR,3,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/dw6kneiq5flxfw0m6rf3,Matthew Stafford,John,Stafford,M.Stafford,00-0026498,STA134157,2510,LA,9,QB,QB,19,https://static.www.nfl.com/image/upload/{formatInstructions}/league/jwpkjfrkzufdyh8u1mg7,,,,,,,,,,,,,,,,,
2021,POST,0,season,completion,12,,2022021300,58836,396,396.0,"(6:26) (Shotgun) M.Stafford pass deep right to O.Beckham for 17 yards, TOUCHDOWN.",2,play_type_pass,1,3,3,2510,06:26,CIN 17,17,CIN,27,2022-02-13T23:50:17.000Z,false,false,true,false,false,false,0,6,6:27,6:23,left,APPROVED,0,0,true,3.55,24.34,true,true,23,17,17.05,0.317,1992-11-05,Louisiana State,Southeastern Conference,5-11,198,2014,2014,NYG,12,1,LA,A01,Active,00-0031235,Odell Beckham,O.Beckham,BEC573252,WR,WR,3,2510,2021,41238,32004245-4357-3252-264b-1da3e93d2745,Odell,Beckham,Odell,WR,WR,3,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/dw6kneiq5flxfw0m6rf3,Matthew Stafford,John,Stafford,M.Stafford,00-0026498,STA134157,2510,LA,9,QB,QB,23,https://static.www.nfl.com/image/upload/{formatInstructions}/league/jwpkjfrkzufdyh8u1mg7,,,,,,,,,,,,,,,,,
2021,POST,0,season,completion,13,,2022011501,58825,845,845.0,"(:45) (Shotgun) J.Allen pass short middle to D.Knox for 11 yards, TOUCHDOWN.",2,play_type_pass,1,1,10,0610,00:45,NE 11,11,NE,21,2022-01-16T01:44:12.000Z,false,false,true,false,false,false,13,0,:46,:42,left,APPROVED,7,0,true,10.0,10.46,true,true,19,11,12.38,0.3224,1996-11-14,Mississippi,Southeastern Conference,6-4,254,2019,2019,BUF,96,3,BUF,A01,Active,00-0035689,Dawson Knox,D.Knox,KNO490795,TE,TE,88,0610,2021,47879,32004b4e-4f49-0795-942a-0c363ee9b439,Dawson,Knox,Dawson,TE,TE,88,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ud6ifpmkntqowvg7s0vy,Josh Allen,Joshua,Allen,J.Allen,00-0034857,ALL529264,0610,BUF,17,QB,QB,19,https://static.www.nfl.com/image/upload/{formatInstructions}/league/mjwbioajzldkq1vzoz2d,,,,,,,,,,,,,,,,,
2021,POST,0,season,completion,14,,2022012300,58833,4067,4067.0,"(3:27) (No Huddle, Shotgun) T.Brady pass deep right to M.Evans for 55 yards, TOUCHDOWN.",2,play_type_pass,4,2,7,4900,03:27,TB 45,45,TB,55,2022-01-23T23:03:46.000Z,false,false,true,false,false,false,19,27,3:28,3:21,right,APPROVED,13,27,true,7.5,61.76,true,true,20,55,42.78,0.3264,1993-08-21,Texas A&amp;M,Southeastern Conference,6-5,231,2014,2014,TB,7,1,NFC,A01,Active,00-0031408,Mike Evans,M.Evans,EVA534309,WR,WR,13,8700,2021,41233,32004556-4153-4309-b2ed-6b8233f6fea5,Mike,Evans,Mike,WR,WR,13,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/hp7exmuqylysgife5p9m,Tom Brady,Tom,Brady,T.Brady,00-0019596,BRA371156,4900,TB,12,QB,QB,20,https://static.www.nfl.com/image/private/{formatInstructions}/league/q7dpdlxyu5rs05rgh1le,PRO,22,,,,,,,,,,,,,,,
2021,POST,0,season,completion,15,,2022011602,58828,2749,2749.0,(8:46) (Shotgun) B.Roethlisberger pass short left to C.Claypool to PIT 39 for 16 yards (C.Ward).,2,play_type_pass,3,2,12,3900,08:46,PIT 23,23,PIT,33,2022-01-17T03:18:37.000Z,false,false,false,false,false,false,35,7,8:46,8:43,right,APPROVED,35,7,false,12.09,44.63,true,true,19,16,11.0,0.3288,1998-07-07,Notre Dame,Independent,6-4,227,2020,2020,PIT,49,2,PIT,A01,Active,00-0036326,Chase Claypool,C.Claypool,CLA781009,WR,WR,11,3900,2021,52457,3200434c-4178-1009-34a1-bfb9899e5d84,Chase,Claypool,Chase,WR,WR,11,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/zxk0jfinayjjhguk83gw,Ben Roethlisberger,Ben,Roethlisberger,B.Roethlisberger,00-0022924,ROE750381,3900,PIT,7,QB,QB,19,https://static.www.nfl.com/image/private/{formatInstructions}/league/vziogpnyp9d0xtpiuqhr,,,,,,,,,,,,,,,,,
2021,POST,0,season,completion,16,,2022011501,58825,273,273.0,"(9:58) (Shotgun) J.Allen pass short right to D.Knox for 8 yards, TOUCHDOWN [M.Judon].",2,play_type_pass,1,2,8,0610,09:58,NE 8,8,NE,18,2022-01-16T01:22:13.000Z,false,false,true,true,false,false,6,0,9:59,9:47,left,APPROVED,0,0,true,8.56,10.0,true,true,19,8,16.76,0.3298,1996-11-14,Mississippi,Southeastern Conference,6-4,254,2019,2019,BUF,96,3,BUF,A01,Active,00-0035689,Dawson Knox,D.Knox,KNO490795,TE,TE,88,0610,2021,47879,32004b4e-4f49-0795-942a-0c363ee9b439,Dawson,Knox,Dawson,TE,TE,88,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ud6ifpmkntqowvg7s0vy,Josh Allen,Joshua,Allen,J.Allen,00-0034857,ALL529264,0610,BUF,17,QB,QB,19,https://static.www.nfl.com/image/upload/{formatInstructions}/league/mjwbioajzldkq1vzoz2d,,,,,,,,,,,,,,,,,
2021,POST,0,season,completion,17,,2022011500,58824,1979,1979.0,"(:19) (Shotgun) D.Carr pass short middle to Z.Jones for 14 yards, TOUCHDOWN.",2,play_type_pass,2,2,10,2520,00:19,CIN 14,14,CIN,24,2022-01-15T22:59:46.000Z,false,false,true,false,false,false,20,12,:19,:14,left,APPROVED,20,6,true,10.21,14.22,true,true,19,14,18.61,0.3356,1995-03-30,East Carolina,American Athletic Conference,6-2,200,2017,2017,BUF,37,2,LV,A01,Active,00-0033891,Zay Jones,Z.Jones,JON403726,WR,WR,7,2520,2021,44849,32004a4f-4e40-3726-920b-837ea00d253e,Isaiah,Jones,Zay,WR,WR,7,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/cbusqo5hvl7zlb25n9n0,Derek Carr,Derek,Carr,D.Carr,00-0031280,CAR358797,2520,LV,4,QB,QB,19,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qsz1pyrlu6bmvby6maaf,,,,,,,,,,,,,,,,,
2021,POST,0,season,completion,18,,2022013000,58834,2841,2841.0,"(:18) (Shotgun) J.Burrow pass short left to J.Chase for 2 yards, TOUCHDOWN.",2,play_type_pass,3,3,2,0920,00:18,KC 2,2,KC,108,2022-01-30T22:14:09.902Z,false,false,true,true,false,false,21,19,:18,:16,right,APPROVED,21,13,true,3.29,110.0,true,true,21,2,6.099999999999994,0.3375,2000-03-01,Louisiana State,Southeastern Conference,6-1,200,2021,2021,CIN,5,1,AFC,A01,Active,00-0036900,Ja'Marr Chase,J.Chase,CHA694469,WR,WR,1,8600,2021,53434,32004348-4169-4469-b021-d2c20a7d7cf5,Ja'Marr,Chase,Ja'Marr,WR,WR,01,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/fxclfdx8fz5cbuep6ngd,Joe Burrow,Joe,Burrow,J.Burrow,00-0036442,BUR679731,0920,CIN,9,QB,QB,21,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gnnvcgui1cijybukk2w7,PRO,22,,,,,,,,,,,,,,,
2021,POST,0,season,completion,19,,2022013000,58834,821,821.0,(:36) (Shotgun) P.Mahomes pass deep left to M.Hardman to CIN 31 for 44 yards (C.Awuzie).,2,play_type_pass,1,1,10,2310,00:36,KC 25,25,KC,35,2022-01-30T20:34:20.000Z,false,false,false,false,false,false,7,3,:36,:32,right,APPROVED,7,3,true,10.0,44.59,true,true,21,44,34.400000000000006,0.3499,1998-03-12,Georgia,Southeastern Conference,5-10,187,2019,2019,KC,56,2,KC,A01,Active,00-0035140,Mecole Hardman,M.Hardman,HAR069520,WR,WR,17,2310,2021,47839,32004841-5206-9520-9e70-d5597391d8c0,Mecole,Hardman,Mecole,WR,WR,17,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/isxo1qciv0ikmo8urkpc,Patrick Mahomes,Patrick,Mahomes,P.Mahomes,00-0033873,MAH401939,2310,KC,15,QB,QB,21,https://static.www.nfl.com/image/upload/{formatInstructions}/league/wdckwtob1lybvkmxnf7p,,,,,,,,,,,,,,,,,
2021,POST,0,season,completion,20,,2022011602,58828,2925,2925.0,"(4:51) (No Huddle, Shotgun) B.Roethlisberger pass deep left to J.Washington to KC 13 for 22 yards (C.Ward).",2,play_type_pass,3,1,10,3900,04:51,KC 35,35,KC,75,2022-01-17T03:22:51.000Z,false,false,false,false,false,false,35,7,4:52,4:47,right,APPROVED,35,7,true,10.0,84.62,true,true,19,22,18.11,0.3504,1996-04-02,Oklahoma State,Big Twelve Conference,5-11,213,2018,2018,PIT,60,2,PIT,A01,Active,00-0034676,James Washington,J.Washington,WAS398381,WR,WR,13,3900,2021,46129,32005741-5339-8381-df30-c40eef116ddf,James,Washington,James,WR,WR,13,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/opchvatsc0lwxlirkp8s,Ben Roethlisberger,Ben,Roethlisberger,B.Roethlisberger,00-0022924,ROE750381,3900,PIT,7,QB,QB,19,https://static.www.nfl.com/image/private/{formatInstructions}/league/vziogpnyp9d0xtpiuqhr,,,,,,,,,,,,,,,,,
2021,POST,19,week,completion,1,,2022011500,58824,1428,1428.0,"(5:10) (Shotgun) J.Burrow pass deep middle to C.Uzomah to LV 40 for 29 yards (D.Deablo, R.Teamer).",2,play_type_pass,2,2,11,0920,05:10,CIN 31,31,CIN,41,2022-01-15T22:35:30.000Z,false,false,false,false,false,false,13,6,5:11,5:06,right,APPROVED,13,6,true,12.07,51.58,true,true,19,29,19.79,0.239,1993-01-14,Auburn,Southeastern Conference,6-6,260,2015,2015,CIN,157,5,CIN,A01,Active,00-0032134,C.J. Uzomah,C.Uzomah,UZO415291,TE,TE,87,0920,2021,42500,3200555a-4f41-5291-7c48-f42f95ee20d2,Christopher,Uzomah,C.J.,TE,TE,87,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/mx5gvpkq84jphclpkvux,Joe Burrow,Joe,Burrow,J.Burrow,00-0036442,BUR679731,0920,CIN,9,QB,QB,19,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gnnvcgui1cijybukk2w7,,,,,,,,,,,,,,,,,
2021,POST,19,week,completion,2,,2022011501,58825,2991,2991.0,"(13:27) (Shotgun) J.Allen pass deep middle to G.Davis for 19 yards, TOUCHDOWN.",2,play_type_pass,4,2,6,0610,13:27,NE 19,19,NE,29,2022-01-16T03:35:10.000Z,false,false,true,false,false,false,39,10,13:28,13:24,left,APPROVED,33,10,true,6.35,23.17,true,true,19,19,15.26,0.2754,1999-04-01,Central Florida,American Athletic Conference,6-3,213,2020,2020,BUF,128,4,BUF,A01,Active,00-0036196,Gabriel Davis,G.Davis,DAV329675,WR,WR,13,0610,2021,52536,32004441-5632-9675-38f5-3e009da4e98e,Gabriel,Davis,Gabriel,WR,WR,13,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ebtshr6tcwatrt1mptvb,Josh Allen,Joshua,Allen,J.Allen,00-0034857,ALL529264,0610,BUF,17,QB,QB,19,https://static.www.nfl.com/image/upload/{formatInstructions}/league/mjwbioajzldkq1vzoz2d,,,,,,,,,,,,,,,,,
2021,POST,19,week,completion,3,,2022011700,58829,2626,2626.0,(3:25) C.Shelton reported in as eligible.  M.Stafford pass deep right to V.Jefferson to ARZ 24 for 41 yards (M.Wilson; J.Thompson).,2,play_type_pass,3,2,6,2510,03:25,LA 35,35,LA,45,2022-01-18T03:33:23.000Z,false,false,false,false,false,false,28,8,3:26,3:18,right,APPROVED,28,8,true,6.54,50.38,true,true,19,41,31.099999999999994,0.2864,1996-07-26,Florida,Southeastern Conference,6-2,197,2020,2020,LA,57,2,LA,A01,Active,00-0036415,Van Jefferson,V.Jefferson,JEF436716,WR,WR,12,2510,2021,52465,32004a45-4643-6716-6cf6-1dcc41075f1f,Vanchii,Jefferson,Van,WR,WR,12,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/mpf79etf7jsptmu1ywv8,Matthew Stafford,John,Stafford,M.Stafford,00-0026498,STA134157,2510,LA,9,QB,QB,19,https://static.www.nfl.com/image/upload/{formatInstructions}/league/jwpkjfrkzufdyh8u1mg7,,,,,,,,,,,,,,,,,
