season,team_id,abbr,city_state,full_name,nick,team_type,conference_abbr,stadium_name,conference_id,conference_full_name,year_found,division_abbr,division_id,division_full_name,ticket_phone_number,team_site_url,team_site_ticket_url,logo
2017,3200,NE,New England,New England Patriots,Patriots,TEAM,AFC,Gillette Stadium,0011,American Football Conference,1960,ACE,0012,AFC East Division,800-543-1776,http://www.patriots.com/,http://www.patriots.com/stadium/index.cfm?ac=TicketSales,https://static.www.nfl.com/image/private/{formatInstructions}/league/moyfxx3dq5pio4aiftnc
2017,3300,NO,New Orleans,New Orleans Saints,Saints,TEAM,NFC,Mercedes-Benz Superdome,0015,National Football Conference,1967,NCS,0020,NFC South Division,504-731-1700,http://www.neworleanssaints.com/,http://www.neworleanssaints.com/tickets-and-stadium/index.html,https://static.www.nfl.com/image/private/{formatInstructions}/league/grhjkahghjkk17v43hdx
2017,3410,NYG,New York Giants,New York Giants,Giants,TEAM,NFC,MetLife Stadium,0015,National Football Conference,1925,NCE,0016,NFC East Division,201-935-8111,http://www.giants.com/,http://www.giants.com/tickets/,https://static.www.nfl.com/image/private/{formatInstructions}/league/t6mhdmgizi6qhndh8b9p
2017,3430,NYJ,New York Jets,New York Jets,Jets,TEAM,AFC,MetLife Stadium,0011,American Football Conference,1960,ACE,0012,AFC East Division,800-469-JETS (5387),http://www.newyorkjets.com/,http://www.newyorkjets.com/tickets-and-stadium/index.html,https://static.www.nfl.com/image/private/{formatInstructions}/league/ekijosiae96gektbo4iw
2017,3700,PHI,Philadelphia,Philadelphia Eagles,Eagles,TEAM,NFC,Lincoln Financial Field,0015,National Football Conference,1933,NCE,0016,NFC East Division,215-463-5500,http://www.philadelphiaeagles.com/,http://www.philadelphiaeagles.com/tickets/index.html,https://static.www.nfl.com/image/private/{formatInstructions}/league/puhrqgj71gobgdkdo6uq
2017,3800,ARI,Arizona,Arizona Cardinals,Cardinals,TEAM,NFC,University of Phoenix Stadium,0015,National Football Conference,1920,NCW,0018,NFC West Division,602-379-0102,http://www.azcardinals.com/,http://www.azcardinals.com/tickets/,https://static.www.nfl.com/image/private/{formatInstructions}/league/u9fltoslqdsyao8cpm0k
2017,3900,PIT,Pittsburgh,Pittsburgh Steelers,Steelers,TEAM,AFC,Heinz Field,0011,American Football Conference,1933,ACN,0013,AFC North Division,412-323-1200,http://www.steelers.com/,http://www.steelers.com/tickets/,https://static.www.nfl.com/image/private/{formatInstructions}/league/xujg9t3t4u5nmjgr54wx
2017,4400,LAC,Los Angeles Chargers,Los Angeles Chargers,Chargers,TEAM,AFC,StubHub Center,0011,American Football Conference,1960,ACW,0014,AFC West Division,1-800-745-3000,http://www.chargers.com/,http://www.chargers.com/tickets/,https://static.www.nfl.com/image/private/{formatInstructions}/league/dhfidtn8jrumakbogeu4
2017,4500,SF,San Francisco,San Francisco 49ers,49ers,TEAM,NFC,Levi's Stadium,0015,National Football Conference,1946,NCW,0018,NFC West Division,415-GO-49ERS,http://www.sf49ers.com/,http://www.sf49ers.com/tickets/single.php?section=TI%20Single,https://static.www.nfl.com/image/private/{formatInstructions}/league/dxibuyxbk0b9ua5ih9hn
2017,4600,SEA,Seattle,Seattle Seahawks,Seahawks,TEAM,NFC,CenturyLink Field,0015,National Football Conference,1976,NCW,0018,NFC West Division,888-NFL-HAWK,http://www.seahawks.com/,http://www.seahawks.com/Tickets/Tickets.aspx?id=49670,https://static.www.nfl.com/image/private/{formatInstructions}/league/gcytzwpjdzbpwnwxincg
2017,4900,TB,Tampa Bay,Tampa Bay Buccaneers,Buccaneers,TEAM,NFC,Raymond James Stadium,0015,National Football Conference,1976,NCS,0020,NFC South Division,813-879-2827,http://www.buccaneers.com/,http://www.buccaneers.com/tickets/gametickets.aspx,https://static.www.nfl.com/image/private/{formatInstructions}/league/v8uqiualryypwqgvwcih
2017,5110,WAS,Washington,Washington Football Team,Football Team,TEAM,NFC,FedExField,0015,National Football Conference,1932,NCE,0016,NFC East Division,301-276-6800,http://www.redskins.com/,https://www.washingtonfootball.com/tickets,https://static.www.nfl.com/image/private/{formatInstructions}/league/haxrowry8puwbrixjdmc
2017,8600,AFC,AFC Pro Bowl,AFC Pro Bowl Team,AFC Pro Bowl,PRO,AFC,Camping World Stadium,0011,American Football Conference,2018,,,,,,,
2017,8700,NFC,NFC Pro Bowl,NFC Pro Bowl Team,NFC Pro Bowl,PRO,NFC,Camping World Stadium,0015,National Football Conference,2018,,,,,,,
